Mission_Name,Launch_Date_Normalized,Launch_Year,Decade,Country_Group,Country,Agency,Launch_Vehicle,Rocket_Family,Launch_Site,Launch_Complex,Mission_Type,Orbit_Class,Satellite_Mass_kg,Mission_Outcome,Spacecraft_Status,Estimated_Cost_USD_M,Fuel_Type,Operational_Life_Years,Notes,Launch_ID,Data_Source,Dataset_Source
Atlas SLV-3 Agena D | KH-7 22,9/30/1965,1965,1960s,USA,USA,USAF,Atlas SLV-3 Agena D,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,Military/Reconnaissance,SSO,,Success,,,,,"The Program 206 satellite, carrying the KH-7 (Keyhole 7) camera system (codenamed Gambit-1), was the first successful high resolution space reconnaissance program. It was managed by NRO's Program A, the USAF-led segment of the National Reconnaissance Program managed from Los Angeles AFB in El Segundo, California.",d422ea49-8c0e-464a-972d-859b501f4e7e,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | KH-4A 25,10/5/1965,1965,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1E,Military/Reconnaissance,LEO,,Success,,,,,The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.,b7a09bb0-e768-4f02-aa73-b7c807201f57,Launch Library 2,CLEANED_COMPLETE
Atlas D | OV1-2,10/5/1965,1965,1960s,USA,USA,USAF,Atlas D,Atlas,"Vandenberg SFB, CA, USA",576B3,Technology/Test,LEO,,Success,,,,,The OV1 (Orbiting Vehicle 1) were small research satellite to be launched piggy back on Atlas ICBM test flights. They consisted in general of the OV1 satellite and the OV1-PM propulsion module (or upper stage) to reach orbit.,7cee3e78-56b0-47fd-84a1-306f7ab4fcac,Launch Library 2,CLEANED_COMPLETE
X-15 | Flight 153,10/14/1965,1965,1960s,USA,USA,USAF,North American X-15,North,Air launch to Suborbital flight,Edwards Air Force Base,Technology/Test,Suborbital,,Success,,,,,Flight 153 of the North American X-15 was a test flight conducted by NASA and the US Air Force in 1965. Piloted by Joe H. Engle it reached an altitude of 81.1 km.,a6782ea2-e031-4f20-b36c-badfeb84e07e,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | OGO 2,10/14/1965,1965,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2E,Earth Observation,LEO,,Success,,,,,"The OGO (Orbiting Geophysical Observatory) series was a series of large, complex research satellites.",bbc95a8d-1801-4604-86ae-bfbcf0c62dc1,Launch Library 2,CLEANED_COMPLETE
Titan IIIC | OV2-1,10/15/1965,1965,1960s,USA,USA,USAF,Titan IIIC,Titan,"Cape Canaveral SFS, FL, USA",Space Launch Complex 40,Earth Observation,LEO,,Success,,,,,"The OV2 (Orbiting Vehicle 2) series satellites were originally built for project ARENTS (Advanced Research Environmental Test Satellite), which was intended to obtain supporting data for the Vela program. After the cancellation of the ARENTS program, the already built hardware was reused for OV2, a low-cost series of experimental satellites, which were to be launched for free on Titan-3C test flights to very different orbits.",90ce11d2-8718-4ee8-99be-9c001c91d365,Launch Library 2,CLEANED_COMPLETE
Atlas SLV-3 Agena D | GATV 6,10/25/1965,1965,1960s,USA,USA,USAF,Atlas SLV-3 Agena D,Atlas,"Cape Canaveral SFS, FL, USA",Space Launch Complex 14,Technology/Test,LEO,,Failure,,,,,The GATV (Gemini Agena Target Vehicle) was designed to be launched into Earth orbit prior to a Gemini mission and used for rendezvous and docking practice.,d01e0c09-0915-436c-980f-fc68ab192a37,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | KH-4A 26,10/28/1965,1965,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 3W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.,c454b916-6692-4a08-9102-2e84b71cdec5,Launch Library 2,CLEANED_COMPLETE
Thor Delta E | GEOS A,11/6/1965,1965,1960s,USA,USA,USAF,Thor Delta E,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17A,Earth Observation,LEO,,Success,,,,,"The GEOS 1 (Geodetic Earth Orbiting Satellite) spacecraft was a gravity-gradient-stabilized, solar-cell powered unit designed exclusively for geodetic studies.",a7b55cfe-5415-464c-aba1-9c78da6574dd,Launch Library 2,CLEANED_COMPLETE
Atlas SLV-3 Agena D | KH-7 23,11/8/1965,1965,1960s,USA,USA,USAF,Atlas SLV-3 Agena D,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,Military/Reconnaissance,SSO,,Success,,,,,"The Program 206 satellite, carrying the KH-7 (Keyhole 7) camera system (codenamed Gambit-1), was the first successful high resolution space reconnaissance program. It was managed by NRO's Program A, the USAF-led segment of the National Reconnaissance Program managed from Los Angeles AFB in El Segundo, California.",2e49970a-93e6-4cb1-bdb9-08ea1771efcd,Launch Library 2,CLEANED_COMPLETE
Scout X-4 | Solrad 8,11/19/1965,1965,1960s,USA,USA,NASA,Scout X-4,Scout,"Wallops Flight Facility, Virginia, USA",Launch Area 3A,Science/Astrophysics,LEO,,Success,,,,,The NRL Solrad 8 satellite was one of the Solrad series that began in 1960 to provide continuous coverage of solar radiation with a set of standard photometers.,d8f69ee2-8f33-42d0-9cd7-5ca07c19de63,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2 Agena B | Alouette 2,11/29/1965,1965,1960s,USA,USA,USAF,Thor SLV-2 Agena B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2E,Earth Observation,LEO,,Success,,,,,"Canadian small ionospheric observatory instrumented with a sweep-frequency ionospheric sounder, a VLF receiver, an energetic particle experiment, a cosmic noise experiment, and an electrostatic probe.",a9ffee40-1461-4482-9365-30fd082cc2de,Launch Library 2,CLEANED_COMPLETE
Titan II GLV | Gemini VII,12/4/1965,1965,1960s,USA,USA,NASA,Titan II,Titan,"Cape Canaveral SFS, FL, USA",Launch Complex 19,Human Spaceflight,LEO,,Success,,,,,"Gemini 7 was the fourth crewed mission of the NASA's Project Gemini. The mission was commanded by Command Pilor Frank F. Borman, II and Pilot James A. Lovell, Jr. The crew spent nearly 14 days in space, and their spacecraft was the passive target for the first crewed space rendezvous performed by Gemini 6A. The mission began on December 4, 1965, 19:30:03 UTC and ended on December 18, 1965, 14:05:04 UTC.",d30c3dbd-6cd1-4beb-80d0-ae94da6976d9,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | KH-4A 27,12/9/1965,1965,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1E,Military/Reconnaissance,LEO,,Success,,,,,The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.,5ca41075-ed24-405b-920f-94720a96e18b,Launch Library 2,CLEANED_COMPLETE
Gemini 6A,12/15/1965,1965,1960s,USA,USA,NASA,Titan II,Titan,Cape Canaveral,,Human Spaceflight,LEO,3546,Success,Other,45,Liquid,0.01,First space rendezvous with Gemini 7,,,ENRICHED
Titan II GLV | Gemini VI-A,12/15/1965,1965,1960s,USA,USA,NASA,Titan II,Titan,"Cape Canaveral SFS, FL, USA",Launch Complex 19,Human Spaceflight,LEO,,Success,,,,,"Gemini 6A was the fifth crewed mission of NASA's Project Gemini. The mission was commanded by Command Pilot Walter M. Schirra, Jr. and Pilot Thomas P. Stafford. The mission achieved the first crewed rendezvous with the Gemini 7 spacecraft. The mission began on December 15, 1965, 13:37:26 UTC and ended on December 16, 1965, 15:28:50 UTC.",9df982eb-ff21-4acc-92b7-665e8eec42f7,Launch Library 2,CLEANED_COMPLETE
Thor Delta E | Pioneer 6,12/16/1965,1965,1960s,USA,USA,USAF,Thor Delta E,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17A,Science/Astrophysics,Heliocentric,,Success,,,,,"Pioneer A to E (Pioneer 6 to 9 after launch) were a series of five solar-orbiting, spin-stabilized, solar-cell and battery-powered satellites designed to obtain measurements of interplanetary phenomena from widely separated points in space on a continuing basis.",76d52e5c-266c-4f58-8fe7-16e23f393624,Launch Library 2,CLEANED_COMPLETE
Titan IIIC | OV2-3,12/21/1965,1965,1960s,USA,USA,USAF,Titan IIIC,Titan,"Cape Canaveral SFS, FL, USA",Space Launch Complex 41,Science/Astrophysics,HEO/Elliptical,,Success,,,,,"The OV2 (Orbiting Vehicle 2) series satellites were originally built for project ARENTS (Advanced Research Environmental Test Satellite), which was intended to obtain supporting data for the Vela program. After the cancellation of the ARENTS program, the already built hardware was reused for OV2, a low-cost series of experimental satellites, which were to be launched for free on Titan-3C test flights to very different orbits.",c9795910-8a96-42ea-adc4-d91a7c34ecd8,Launch Library 2,CLEANED_COMPLETE
Scout A | Transit-O 6,12/22/1965,1965,1960s,USA,USA,USAF,Scout A,Scout,"Vandenberg SFB, CA, USA",Space Launch Complex 5,Navigation,Polar,,Success,,,,,"The Transit-O series of satellites that closely followed the design of Transit 5C-1 were also called “Oscars” (Oscar is the phonetic alphabet for “O”, i. e., operational). They were also called NNS (Navy Navigation Satellite) or shortened NavSat.",6bf43c61-6e83-4024-8aeb-af7c660d6392,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | KH-4A 28,12/24/1965,1965,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.,bdbb9c19-1d77-471a-87d0-6a5dbb9458ce,Launch Library 2,CLEANED_COMPLETE
Thor Burner 1 | DSAP-2 F2,1/7/1966,1966,1960s,USA,USA,USAF,Thor Burner 1,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 10W,Military/Reconnaissance,SSO,,Failure,,,,,The DSAP-2 (Defense Satellite Application Program Block 2) satellites series consisted of three modified DSAP-1 military meteorological satellites.,f419160c-f4b7-456b-8b88-7df84ce1291f,Launch Library 2,CLEANED_COMPLETE
Atlas SLV-3 Agena D | KH-7 24,1/19/1966,1966,1960s,USA,USA,USAF,Atlas SLV-3 Agena D,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,Military/Reconnaissance,SSO,,Success,,,,,"The Program 206 satellite, carrying the KH-7 (Keyhole 7) camera system (codenamed Gambit-1), was the first successful high resolution space reconnaissance program. It was managed by NRO's Program A, the USAF-led segment of the National Reconnaissance Program managed from Los Angeles AFB in El Segundo, California.",8c69d941-0c5f-4491-814c-fa46d4f8c6e3,Launch Library 2,CLEANED_COMPLETE
Little Joe II | A-004,1/20/1966,1966,1960s,USA,USA,NASA,Little Joe II,Little Joe,White Sands Missile Range,Launch Complex 36,Technology/Test,Suborbital,,Success,,,,,A-004 was the sixth and final test of the Apollo launch escape vehicle and the first flight of a Block I production-type Apollo Command/Service Module.,366725ae-a846-4cb2-bdae-58ee8b1715ab,Launch Library 2,CLEANED_COMPLETE
Scout A | Transit-O 7,1/28/1966,1966,1960s,USA,USA,USAF,Scout A,Scout,"Vandenberg SFB, CA, USA",Space Launch Complex 5,Navigation,Polar,,Success,,,,,"The Transit-O series of satellites that closely followed the design of Transit 5C-1 were also called “Oscars” (Oscar is the phonetic alphabet for “O”, i. e., operational). They were also called NNS (Navy Navigation Satellite) or shortened NavSat.",e82e19ac-35f3-4af0-827c-137cffe11e9a,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | KH-4A 29,2/2/1966,1966,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 3W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.,f41041ad-37bf-4b23-b1c2-80ecca7ea25e,Launch Library 2,CLEANED_COMPLETE
Thor Delta C | ESSA 1,2/3/1966,1966,1960s,USA,USA,USAF,Thor Delta C,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17A,Earth Observation,SSO,,Success,,,,,"The ESSA series was the second generation of US meterological satellites after the TIROS (Television & Infra-Red Observation Satellite) series. They were also called OT (Operational TIROS), TOS (TIROS Operational Satellite).",082bdcab-7a90-4a32-ad7e-4a201ea926a3,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | P-770 Group 3-D 2,2/9/1966,1966,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2W,Military/Reconnaissance,LEO,,Success,,,,,ELINT/SIGINT satellite,e3355858-7637-4d04-a533-72bd1b9610ab,Launch Library 2,CLEANED_COMPLETE
Scout X-4A | Reentry 4B,2/10/1966,1966,1960s,USA,USA,NASA,Scout X-4A,Scout,"Wallops Flight Facility, Virginia, USA",Launch Area 3A,Science/Astrophysics,Suborbital,,Success,,,,,Suborbital launch to test re-entry systems. Reached an apogee of 175 km.,52a4f4de-c1a0-46b4-b839-ca86c4934fe6,Launch Library 2,CLEANED_COMPLETE
Atlas SLV-3 Agena D | KH-7 25,2/15/1966,1966,1960s,USA,USA,USAF,Atlas SLV-3 Agena D,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,Military/Reconnaissance,SSO,,Success,,,,,"The Program 206 satellite, carrying the KH-7 (Keyhole 7) camera system (codenamed Gambit-1), was the first successful high resolution space reconnaissance program. It was managed by NRO's Program A, the USAF-led segment of the National Reconnaissance Program managed from Los Angeles AFB in El Segundo, California.",a083fe50-faf7-4f87-8f74-f027bc469fda,Launch Library 2,CLEANED_COMPLETE
Saturn IB | Apollo AS-201,2/26/1966,1966,1960s,USA,USA,NASA,Saturn IB,Saturn,"Cape Canaveral SFS, FL, USA",Launch Complex 34,Technology/Test,Suborbital,,Success,,,,,Suborbital uncrewed test flight of the Apollo CSM and Saturn IB launch vehicle.,66f74968-c296-457c-891b-8308f3bb243e,Launch Library 2,CLEANED_COMPLETE
Thor Delta E | ESSA 2,2/28/1966,1966,1960s,USA,USA,USAF,Thor Delta E,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17B,Earth Observation,SSO,,Success,,,,,"The ESSA series was the second generation of US meterological satellites after the TIROS (Television & Infra-Red Observation Satellite) series. They were also called OT (Operational TIROS), TOS (TIROS Operational Satellite).",39556e13-e554-4707-b05e-7bce26fb608d,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | KH-4A 30,3/9/1966,1966,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.,1d2657b0-bfa5-4ff2-b6cb-845e6462cbba,Launch Library 2,CLEANED_COMPLETE
Titan II GLV | Gemini VIII,3/16/1966,1966,1960s,USA,USA,NASA,Titan II,Titan,"Cape Canaveral SFS, FL, USA",Launch Complex 19,Human Spaceflight,LEO,,Success,,,,,"Gemini 8 was the sixth crewed mission of the NASA's Project Gemini. The mission was commanded by Command Pilot Neil A. Armstrong and Pilot David R. Scott. Gemini 8 conducted the first docking of two spacecraft in orbit, but suffered the first critical in-space system failure of a U.S. spacecraft which threatened the lives of the astronauts and required immediate abort of the mission. The mission began on March 16, 1966, 16:41:02 UTC and ended on March 17, 1966, 03:22:28 UTC.",75c6b707-d6b5-43d2-b9ad-b8da37acf394,Launch Library 2,CLEANED_COMPLETE
Atlas SLV-3 Agena D | GATV 8,3/16/1966,1966,1960s,USA,USA,USAF,Atlas SLV-3 Agena D,Atlas,"Cape Canaveral SFS, FL, USA",Space Launch Complex 14,Technology/Test,LEO,,Success,,,,,The GATV (Gemini Agena Target Vehicle) was designed to be launched into Earth orbit prior to a Gemini mission and used for rendezvous and docking practice.,73f1e0e9-7b71-4434-8f46-b347738d1170,Launch Library 2,CLEANED_COMPLETE
Atlas SLV-3 Agena D | KH-7 26,3/18/1966,1966,1960s,USA,USA,USAF,Atlas SLV-3 Agena D,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,Military/Reconnaissance,SSO,,Success,,,,,"The Program 206 satellite, carrying the KH-7 (Keyhole 7) camera system (codenamed Gambit-1), was the first successful high resolution space reconnaissance program. It was managed by NRO's Program A, the USAF-led segment of the National Reconnaissance Program managed from Los Angeles AFB in El Segundo, California.",d8c2cc59-6618-46aa-8fe8-b0f8f8a4a583,Launch Library 2,CLEANED_COMPLETE
Scout A | Transit-O 8,3/26/1966,1966,1960s,USA,USA,USAF,Scout A,Scout,"Vandenberg SFB, CA, USA",Space Launch Complex 5,Navigation,Polar,,Success,,,,,"The Transit-O series of satellites that closely followed the design of Transit 5C-1 were also called “Oscars” (Oscar is the phonetic alphabet for “O”, i. e., operational). They were also called NNS (Navy Navigation Satellite) or shortened NavSat.",3c1027ec-0bce-4d61-9b69-9f2f931cb653,Launch Library 2,CLEANED_COMPLETE
Atlas D | OV1-4 & 5,3/30/1966,1966,1960s,USA,USA,USAF,Atlas D,Atlas,"Vandenberg SFB, CA, USA",576B3,Technology/Test,LEO,,Success,,,,,The OV1 (Orbiting Vehicle 1) were small research satellite to be launched piggy back on Atlas ICBM test flights. They consisted in general of the OV1 satellite and the OV1-PM propulsion module (or upper stage) to reach orbit.,f3dd4581-661c-40cd-aed6-63a4287abcee,Launch Library 2,CLEANED_COMPLETE
Thor Burner 1 | DSAP-2 F3,3/31/1966,1966,1960s,USA,USA,USAF,Thor Burner 1,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 10W,Military/Reconnaissance,SSO,,Success,,,,,The DSAP-2 (Defense Satellite Application Program Block 2) satellites series consisted of three modified DSAP-1 military meteorological satellites.,56231798-e578-492d-9d9a-af5ac0637b00,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | KH-4A 31,4/7/1966,1966,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 3W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.,afccbc43-e009-455c-8013-6fa2d8c0a767,Launch Library 2,CLEANED_COMPLETE
Atlas SLV-3 Agena D | OAO 1,4/8/1966,1966,1960s,USA,USA,USAF,Atlas SLV-3 Agena D,Atlas,"Cape Canaveral SFS, FL, USA",Launch Complex 12,Planetary Science,LEO,,Success,,,,,"OAO 1 (Orbiting Astronomical Observatory 1) was a solar-cell-powered satellite instrumented to make precision astronomical observations and to measure the absorption and emission characteristics of the stars, planets, nebulae, and the interplanetary and interstellar media from visible to gamma-ray regions.",d8c1ac26-f2c7-4ba2-89ec-0d949769adf3,Launch Library 2,CLEANED_COMPLETE
Atlas Centaur D | Surveyor M-2,4/8/1966,1966,1960s,USA,USA,USAF,Atlas Centaur D,Atlas,"Cape Canaveral SFS, FL, USA",Launch Complex 36B,Technology/Test,LEO,,Success,,,,,Dummy payload,89eb5a56-cacb-4735-ae60-59f70ccb945b,Launch Library 2,CLEANED_COMPLETE
Atlas SLV-3 Agena D | KH-7 27,4/19/1966,1966,1960s,USA,USA,USAF,Atlas SLV-3 Agena D,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,Military/Reconnaissance,SSO,,Success,,,,,"The Program 206 satellite, carrying the KH-7 (Keyhole 7) camera system (codenamed Gambit-1), was the first successful high resolution space reconnaissance program. It was managed by NRO's Program A, the USAF-led segment of the National Reconnaissance Program managed from Los Angeles AFB in El Segundo, California.",4007599e-59e0-4cfc-b07d-49c29f701ade,Launch Library 2,CLEANED_COMPLETE
Scout B | OV3-1,4/22/1966,1966,1960s,USA,USA,USAF,Scout B,Scout,"Vandenberg SFB, CA, USA",Space Launch Complex 5,Earth Observation,Polar,,Success,,,,,The OV3 (Orbiting Vehicle 3) series were experimental satellites based on an octagonal bus structure. These were the only in the OV series launched on dedicated launchers.,137758b0-d10e-4d39-a379-14ceaf0f337d,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | KH-4A 32,5/3/1966,1966,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1E,Military/Reconnaissance,LEO,,Failure,,,,,The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.,e081ac5f-2ecb-453f-b6d5-329b63aaf681,Launch Library 2,CLEANED_COMPLETE
